County_Name,State_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%)
Power County,Idaho,67,7695,0.985074627,0.014925373,1,37.1,0,0.968883613
Poweshiek County,Iowa,270,18620,0.674074074,0.325925926,0,48.6,0,0.906330826
Powhatan County,Virginia,36,28285,0.916666667,0.083333333,0,6.2,0,0.884284057
Prairie County,Montana,48,1415,0.854166667,0.145833333,0,60.7,0,0.880305656
Prairie County,Arkansas,93,8335,0.870967742,0.129032258,0,4.4,0,0.796760502
Pratt County,Kansas,116,9730,0.99137931,0.00862069,0,62.6,0,0.883778315
Preble County,Ohio,354,41560,0.903954802,0.096045198,0,23.6,0,0.834323878
Prentiss County,Mississippi,210,25340,0.895238095,0.104761905,0,19.7,0,0.731516457
Presidio County,Texas,74,7145,1,0,0,116.4,44,0.891372329
Presque Isle County,Michigan,37,12955,0.945945946,0.054054054,0,,,0.771767308
Preston County,West Virginia,179,33795,0.787709497,0.212290503,0,32,0,0.694866631
Price County,Wisconsin,99,13705,0.898989899,0.101010101,0,66.4,0,0.833592818
Prince Edward County,Virginia,81,23075,0.938271605,0.061728395,0,36.4,0,0.884284057
Prince George County,Virginia,111,37665,0.963963964,0.036036036,0,15.5,12.9,0.884284057
Prince George's County,Maryland,569,897695,0.964850615,0.035149385,0,76.1,31.5,0.880315818
Prince of Wales-Hyder Census Area,Alaska,,6375,,,0,,,0.769478458
Prince William County,Virginia,290,443630,0.993103448,0.006896552,0,32.4,19.1,0.884284057
Providence County,Rhode Island,473,631345,0.731501057,0.268498943,0,39.6,12.1,0.446867996
Prowers County,Colorado,137,12120,0.890510949,0.109489051,0,38.2,38.2,0.78095535
Pueblo County,Colorado,263,162160,0.88973384,0.11026616,1,129.4,0,0.78095535
Pulaski County,Virginia,105,34415,0.961904762,0.038095238,0,27.3,0,0.884284057
Pulaski County,Indiana,102,12910,0.931372549,0.068627451,0,11.6,0,0.92512153
Pulaski County,Illinois,106,5790,0.896226415,0.103773585,0,21.1,18,0.807663106
Pulaski County,Missouri,106,53300,0.896226415,0.103773585,0,42.4,0,0.753229107
Pulaski County,Georgia,44,11460,0.931818182,0.068181818,0,,,0.967672415
Pulaski County,Kentucky,176,63770,0.977272727,0.022727273,0,31.8,0,0.920222177
Pulaski County,Arkansas,708,391805,0.973163842,0.026836158,1,136.9,29.6,0.796760502
Pushmataha County,Oklahoma,246,11150,0.975609756,0.024390244,0,5.5,0,0.629165553
Putnam County,Ohio,216,34115,0.953703704,0.046296296,0,55.7,0,0.834323878
Putnam County,Indiana,290,37625,0.813793103,0.186206897,0,47.4,0,0.92512153
Putnam County,Illinois,51,5745,0.843137255,0.156862745,0,22.4,0,0.807663106
Putnam County,New York,102,99410,0.892156863,0.107843137,0,35.4,35.4,0.746636286
Putnam County,Tennessee,166,74650,1,0,0,39.3,0,0.945988112
Putnam County,West Virginia,128,56745,0.796875,0.203125,0,43.1,12.7,0.694866631
Putnam County,Missouri,213,4875,0.868544601,0.131455399,0,14.8,0,0.753229107
Putnam County,Florida,68,72305,0.955882353,0.044117647,0,49.2,39,0.882151679
Putnam County,Georgia,58,21260,0.965517241,0.034482759,0,18.8,0,0.967672415
Quay County,New Mexico,120,8555,0.908333333,0.091666667,0,75.9,0,0.698534578
Queen Anne's County,Maryland,88,48710,0.931818182,0.068181818,0,21.8,0,0.880315818
Queens County,New York,490,2310010,0.942857143,0.057142857,2,86.9,81.5,0.746636286
Quitman County,Mississippi,112,7635,0.8125,0.1875,0,28.4,28.4,0.731516457
Quitman County,Georgia,20,2095,0.9,0.1,,15.9,0,0.967672415
Rabun County,Georgia,114,16310,0.964912281,0.035087719,0,,,0.967672415
Racine County,Wisconsin,134,194875,0.910447761,0.089552239,0,64.3,12.2,0.833592818
Radford city,Virginia,2,17185,1,0,,6,0,0.884284057
Rains County,Texas,52,11085,0.980769231,0.019230769,0,,,0.891372329
Raleigh County,West Virginia,218,78050,0.78440367,0.21559633,0,85.9,0,0.694866631
Ralls County,Missouri,140,10225,0.885714286,0.114285714,0,27.8,0,0.753229107
Ramsey County,Minnesota,333,531530,0.957957958,0.042042042,0,102,20.9,0.850650597
Ramsey County,North Dakota,58,11580,0.793103448,0.206896552,1,72.8,40.4,0.933551831
Randall County,Texas,94,128605,1,0,0,47.1,0,0.891372329
Randolph County,Alabama,166,22615,0.93373494,0.06626506,0,30.8,0,0.880672042
Randolph County,Indiana,254,25405,0.921259843,0.078740157,0,21.8,0,0.92512153
Randolph County,Illinois,149,32935,0.932885906,0.067114094,0,115.9,0,0.807663106
Randolph County,North Carolina,372,142590,0.954301075,0.045698925,0,40.3,0.6,0.890560355
Randolph County,West Virginia,191,29285,0.806282723,0.193717277,0,23.3,10.7,0.694866631
Randolph County,Missouri,163,25080,0.969325153,0.030674847,0,59.1,0,0.753229107
Randolph County,Georgia,50,7225,0.96,0.04,0,32.7,0,0.967672415
Randolph County,Arkansas,150,17585,0.96,0.04,0,2.7,2.5,0.796760502
Rankin County,Mississippi,374,147930,0.983957219,0.016042781,1,60.4,0,0.731516457
Ransom County,North Dakota,35,5455,0.914285714,0.085714286,0,65.4,0,0.933551831
Rapides Parish,Louisiana,531,132375,0.911487759,0.088512241,1,144.8,0,0.743835895
Rappahannock County,Virginia,87,7415,0.942528736,0.057471264,,,,0.884284057
Ravalli County,Montana,147,41130,0.979591837,0.020408163,0,,,0.880305656
Rawlins County,Kansas,107,2555,0.85046729,0.14953271,0,38.3,0,0.883778315
Ray County,Missouri,184,22920,0.907608696,0.092391304,0,89.7,24.5,0.753229107
Reagan County,Texas,28,3625,1,0,0,31.1,0,0.891372329
Real County,Texas,28,3350,1,0,0,,,0.891372329
Red Lake County,Minnesota,59,4040,0.983050847,0.016949153,0,24.8,0,0.850650597
Red River County,Texas,167,12455,0.97005988,0.02994012,0,,,0.891372329
Red River Parish,Louisiana,66,8755,0.636363636,0.363636364,0,58.7,0,0.743835895
Red Willow County,Nebraska,81,10885,0.925925926,0.074074074,0,50.2,30.9,0.899117407
Redwood County,Minnesota,195,15580,0.835897436,0.164102564,0,44,0,0.850650597
Reeves County,Texas,213,14440,0.985915493,0.014084507,0,73.4,0,0.891372329
Refugio County,Texas,136,7315,0.970588235,0.029411765,0,36.9,0,0.891372329
Reno County,Kansas,559,63805,0.976744186,0.023255814,0,131.5,44.1,0.883778315
Rensselaer County,New York,267,159960,0.883895131,0.116104869,0,74,25.8,0.746636286
Renville County,Minnesota,136,14995,0.830882353,0.169117647,0,67.6,0,0.850650597
Renville County,North Dakota,24,2575,0.916666667,0.083333333,0,38.8,0,0.933551831
Republic County,Kansas,273,4770,0.941391941,0.058608059,0,40.8,0,0.883778315
Reynolds County,Missouri,89,6530,0.97752809,0.02247191,0,,,0.753229107
Rhea County,Tennessee,98,32460,0.989795918,0.010204082,0,40.1,0,0.945988112
Rice County,Kansas,253,9950,0.972332016,0.027667984,0,76,0,0.883778315
Rice County,Minnesota,138,65115,0.992753623,0.007246377,0,38.2,0,0.850650597
Rich County,Utah,20,2285,0.95,0.05,,,,0.783681005
Richardson County,Nebraska,261,8150,0.908045977,0.091954023,0,58.4,0,0.899117407
Richland County,Ohio,364,121890,0.901098901,0.098901099,0,78.6,0,0.834323878
Richland County,Montana,99,11390,0.98989899,0.01010101,1,42.3,0,0.880305656
Richland County,Illinois,150,16070,0.92,0.08,0,21.7,0,0.807663106
Richland County,North Dakota,202,16330,0.871287129,0.128712871,0,140.6,0,0.933551831
Richland County,Wisconsin,297,17640,0.95959596,0.04040404,0,2,0,0.833592818
Richland County,South Carolina,356,401745,0.859550562,0.140449438,0,140.3,20.7,0.812866638
Richland Parish,Louisiana,214,20690,0.864485981,0.135514019,0,26.4,0,0.743835895
Richmond city,Virginia,182,216775,0.884615385,0.115384615,0,51,15.5,0.884284057
Richmond County,Virginia,25,8870,0.92,0.08,0,,,0.884284057
Richmond County,New York,158,473325,0.981012658,0.018987342,0,20.8,14.5,0.746636286
Richmond County,North Carolina,148,45710,0.959459459,0.040540541,0,53.5,25.5,0.890560355
Richmond County,Georgia,184,201420,0.967391304,0.032608696,1,70.5,0,0.967672415
Riley County,Kansas,216,75025,0.921296296,0.078703704,1,14.5,0,0.883778315
Ringgold County,Iowa,231,5055,0.545454545,0.454545455,0,,,0.906330826
Rio Arriba County,New Mexico,157,39925,0.917197452,0.082802548,0,30.6,30.6,0.698534578
Rio Blanco County,Colorado,54,6660,0.907407407,0.092592593,0,9.7,0,0.78095535
Rio Grande County,Colorado,71,11625,0.971830986,0.028169014,0,51.9,0,0.78095535
Ripley County,Indiana,191,28635,0.937172775,0.062827225,0,30.1,0,0.92512153
Ripley County,Missouri,116,13935,0.974137931,0.025862069,0,,,0.753229107
Ritchie County,West Virginia,127,10045,0.732283465,0.267716535,,,,0.694866631
Riverside County,California,1094,2323890,0.9488117,0.0511883,1,171.5,130.3,0.58749769
Roane County,Tennessee,158,52985,0.962025316,0.037974684,0,65.5,0,0.945988112
Roane County,West Virginia,130,14515,0.715384615,0.284615385,0,,,0.694866631
Roanoke city,Virginia,108,99330,1,0,1,27.2,1.5,0.884284057
Roanoke County,Virginia,179,93655,0.972067039,0.027932961,0,34.7,4.9,0.884284057
Roberts County,Texas,22,940,0.954545455,0.045454545,0,17.5,0,0.891372329
Roberts County,South Dakota,158,10295,0.746835443,0.253164557,0,54.2,0,0.857210259
Robertson County,Tennessee,204,67905,0.965686275,0.034313725,0,25.9,0,0.945988112
Robertson County,Texas,139,16535,0.978417266,0.021582734,0,132.4,0,0.891372329
Robertson County,Kentucky,23,2190,1,0,,,,0.920222177
Robeson County,North Carolina,270,134575,0.911111111,0.088888889,0,135.5,71,0.890560355
Rock County,Nebraska,14,1405,0.928571429,0.071428571,0,,,0.899117407
Rock County,Minnesota,257,9555,0.964980545,0.035019455,0,37.8,0,0.850650597
Rock County,Wisconsin,293,160985,0.911262799,0.088737201,0,119.6,0,0.833592818
Rock Island County,Illinois,275,146535,0.930909091,0.069090909,1,66.2,0,0.807663106
Rockbridge County,Virginia,254,22450,0.956692913,0.043307087,0,57.3,8.5,0.884284057
Rockcastle County,Kentucky,92,16895,0.989130435,0.010869565,0,31.8,0,0.920222177
Rockdale County,Georgia,44,87570,1,0,0,9.1,0,0.967672415
Rockingham County,Virginia,293,78425,0.941979522,0.058020478,0,62.7,0,0.884284057
Rockingham County,New Hampshire,302,300365,0.90397351,0.09602649,1,35.3,21.8,0.76406884
Rockingham County,North Carolina,227,91900,0.806167401,0.193832599,0,51,22.6,0.890560355
Rockland County,New York,244,322640,0.909836066,0.090163934,0,38.2,11.4,0.746636286
Rockwall County,Texas,70,88010,0.985714286,0.014285714,0,14.3,0,0.891372329
Roger Mills County,Oklahoma,152,3730,1,0,0,,,0.629165553
Rogers County,Oklahoma,265,89970,0.871698113,0.128301887,0,112.3,0,0.629165553
Rolette County,North Dakota,19,14605,0.947368421,0.052631579,0,7,0,0.933551831
Rooks County,Kansas,170,5160,0.970588235,0.029411765,0,,,0.883778315
Roosevelt County,Montana,55,11230,0.909090909,0.090909091,1,121,93.5,0.880305656
Roosevelt County,New Mexico,9,19620,1,0,0,60.8,0,0.698534578
Roscommon County,Michigan,40,23900,0.9,0.1,0,16.2,0,0.771767308
Roseau County,Minnesota,142,15610,0.943661972,0.056338028,0,52.8,0,0.850650597
Rosebud County,Montana,122,9350,0.967213115,0.032786885,0,82.8,0,0.880305656
Ross County,Ohio,365,77195,0.956164384,0.043835616,0,66.2,0,0.834323878
Routt County,Colorado,96,23980,0.927083333,0.072916667,1,111.9,0,0.78095535
Rowan County,North Carolina,244,138695,0.881147541,0.118852459,0,81.3,26.8,0.890560355
Rowan County,Kentucky,129,24300,0.953488372,0.046511628,0,,,0.920222177
Runnels County,Texas,159,10410,0.987421384,0.012578616,0,35.1,0,0.891372329
Rush County,Indiana,227,16875,0.911894273,0.088105727,0,23.2,18.3,0.92512153
Rush County,Kansas,168,3145,0.970238095,0.029761905,0,60.5,0,0.883778315
Rusk County,Wisconsin,151,14270,0.847682119,0.152317881,0,71.8,0,0.833592818
Rusk County,Texas,277,53195,1,0,0,43.3,0,0.891372329
Russell County,Virginia,136,27975,0.948529412,0.051470588,0,52.3,0,0.884284057
Russell County,Alabama,205,58635,0.970731707,0.029268293,0,31.7,0,0.880672042
Russell County,Kansas,266,6990,0.992481203,0.007518797,0,32.6,0,0.883778315
Russell County,Kentucky,47,17685,0.957446809,0.042553191,0,,,0.920222177
Rutherford County,North Carolina,292,66700,0.873287671,0.126712329,0,51,0,0.890560355
Rutherford County,Tennessee,425,290290,0.952941176,0.047058824,0,35.8,0,0.945988112
Rutland County,Vermont,258,60135,0.980620155,0.019379845,1,80.3,58.2,0.821290173
Sabine County,Texas,94,10365,0.989361702,0.010638298,0,19.5,0,0.891372329
Sabine Parish,Louisiana,201,24145,0.885572139,0.114427861,0,45.7,0,0.743835895
Sac County,Iowa,234,10035,0.717948718,0.282051282,0,34.9,0,0.906330826
Sacramento County,California,735,1479300,0.963265306,0.036734694,1,158.5,80.3,0.58749769
Sagadahoc County,Maine,65,35135,0.861538462,0.138461538,0,17.6,0,0.776837947
Saginaw County,Michigan,313,195200,0.805111821,0.194888179,1,120.8,0,0.771767308
Saguache County,Colorado,45,6255,0.911111111,0.088888889,0,0.5,0,0.78095535
Salem city,Virginia,17,25290,0.882352941,0.117647059,0,14.7,0,0.884284057
Salem County,New Jersey,111,64505,0.927927928,0.072072072,0,25.6,0,0.529653452
Saline County,Illinois,185,24660,0.940540541,0.059459459,0,24.3,0,0.807663106
Saline County,Kansas,380,55545,0.989473684,0.010526316,1,68.4,0,0.883778315
Saline County,Nebraska,293,14355,0.887372014,0.112627986,0,45,25.1,0.899117407
Saline County,Missouri,232,23215,0.86637931,0.13362069,0,72.1,0,0.753229107
Saline County,Arkansas,218,115575,0.949541284,0.050458716,0,24.4,21.1,0.796760502
Salt Lake County,Utah,623,1092520,0.980738363,0.019261637,1,134.6,68.1,0.783681005
Saluda County,South Carolina,126,20115,0.912698413,0.087301587,0,14.4,0,0.812866638
Sampson County,North Carolina,194,63715,0.840206186,0.159793814,0,9.9,0,0.890560355
San Augustine County,Texas,95,8555,0.978947368,0.021052632,0,17.8,0,0.891372329
San Benito County,California,75,58050,0.92,0.08,0,11.5,2,0.58749769
San Bernardino County,California,1419,2106755,0.925299507,0.074700493,1,766.9,371.5,0.58749769
San Diego County,California,1603,3253355,0.964441672,0.035558328,1,189,117,0.58749769
San Francisco County,California,129,850280,0.953488372,0.046511628,0,15.7,15.7,0.58749769
San Jacinto County,Texas,77,27170,0.987012987,0.012987013,0,14.1,0,0.891372329
San Joaquin County,California,645,714860,0.899224806,0.100775194,1,236,96.8,0.58749769
San Juan County,Utah,52,15540,0.961538462,0.038461538,0,,,0.783681005
San Juan County,Colorado,12,550,0.916666667,0.083333333,0,13.4,13.4,0.78095535
San Juan County,Washington,13,16055,1,0,0,,,0.710608062
San Juan County,New Mexico,167,122535,0.94011976,0.05988024,0,,,0.698534578
San Luis Obispo County,California,395,278680,0.962025316,0.037974684,1,72.3,72.3,0.58749769
San Mateo County,California,362,754750,0.859116022,0.140883978,1,41.3,34.2,0.58749769
San Miguel County,Colorado,54,7765,0.981481481,0.018518519,0,,,0.78095535
San Miguel County,New Mexico,177,28350,0.892655367,0.107344633,0,68.5,68.5,0.698534578
San Patricio County,Texas,237,66705,0.978902954,0.021097046,0,79.5,0,0.891372329
San Saba County,Texas,89,5880,0.988764045,0.011235955,0,34.9,0,0.891372329
Sanborn County,South Dakota,59,2350,0.728813559,0.271186441,0,23,0,0.857210259
Sanders County,Montana,122,11375,0.942622951,0.057377049,0,135.1,0,0.880305656
Sandoval County,New Mexico,184,138115,0.902173913,0.097826087,0,31.2,31.2,0.698534578
Sandusky County,Ohio,311,59870,0.990353698,0.009646302,0,59.7,0,0.834323878
Sangamon County,Illinois,458,198640,0.956331878,0.043668122,1,158.8,34.5,0.807663106
Sanilac County,Michigan,170,41760,0.976470588,0.023529412,0,47.1,0,0.771767308
Sanpete County,Utah,53,28550,1,0,0,,,0.783681005
Santa Barbara County,California,422,439395,0.895734597,0.104265403,2,144.4,108.4,0.58749769
Santa Clara County,California,955,1885055,0.915183246,0.084816754,1,108.3,66.2,0.58749769
Santa Cruz County,California,192,270930,0.875,0.125,0,42.2,2.3,0.58749769
Santa Cruz County,Arizona,133,46545,0.984962406,0.015037594,0,30.2,0,0.813937707
Santa Fe County,New Mexico,250,147320,0.964,0.036,1,57.4,57.4,0.698534578
Santa Rosa County,Florida,193,163905,0.948186528,0.051813472,0,28.5,0,0.882151679
Sarasota County,Florida,295,398010,0.993220339,0.006779661,0,15.1,0,0.882151679
Saratoga County,New York,227,224930,0.925110132,0.074889868,0,90.4,59.9,0.746636286
Sargent County,North Dakota,31,3890,0.806451613,0.193548387,0,96.9,0,0.933551831
Sarpy County,Nebraska,186,172460,0.956989247,0.043010753,0,41.5,30.1,0.899117407
Sauk County,Wisconsin,268,63315,0.910447761,0.089552239,0,39.3,4.3,0.833592818
Saunders County,Nebraska,490,20945,0.889795918,0.110204082,0,70.2,4.6,0.899117407
Sawyer County,Wisconsin,97,16440,0.896907216,0.103092784,0,23.1,0,0.833592818
Schenectady County,New York,115,154845,0.913043478,0.086956522,0,71.3,19.9,0.746636286
Schleicher County,Texas,33,3170,0.96969697,0.03030303,0,,,0.891372329
Schley County,Georgia,25,5090,0.96,0.04,,14.6,0,0.967672415
Schoharie County,New York,171,31665,0.912280702,0.087719298,0,20.9,0,0.746636286
Schoolcraft County,Michigan,51,8185,0.980392157,0.019607843,0,56.7,0,0.771767308
Schuyler County,Illinois,112,7205,0.892857143,0.107142857,0,12.3,0,0.807663106
Schuyler County,New York,99,18335,0.898989899,0.101010101,0,21.2,0,0.746636286
Schuyler County,Missouri,122,4395,0.918032787,0.081967213,0,,,0.753229107
Schuylkill County,Pennsylvania,367,145505,0.692098093,0.307901907,0,112.3,0,0.714875343
Scioto County,Ohio,373,77365,0.951742627,0.048257373,0,51.3,0,0.834323878
Scotland County,North Carolina,98,35710,0.948979592,0.051020408,0,44.2,0,0.890560355
Scotland County,Missouri,198,4895,0.914141414,0.085858586,0,10.1,10.1,0.753229107
Scott County,Virginia,138,22380,0.905797101,0.094202899,0,66.6,0,0.884284057
Scott County,Indiana,116,23735,0.974137931,0.025862069,0,12.2,0,0.92512153
Scott County,Illinois,99,5170,0.929292929,0.070707071,,18.4,0,0.807663106
Scott County,Mississippi,207,28270,0.971014493,0.028985507,0,25,0,0.731516457
Scott County,Kansas,23,4960,1,0,0,42.1,0,0.883778315
Scott County,Iowa,288,171115,0.888888889,0.111111111,0,63.2,0,0.906330826
Scott County,Minnesota,124,139490,0.975806452,0.024193548,0,61.4,0,0.850650597
Scott County,Tennessee,111,22030,0.90990991,0.09009009,0,68.3,0,0.945988112
Scott County,Missouri,185,38995,0.92972973,0.07027027,1,47,0,0.753229107
Scott County,Kentucky,183,51350,0.956284153,0.043715847,0,26.6,0,0.920222177
Scott County,Arkansas,196,10660,0.954081633,0.045918367,0,22.6,0,0.796760502
Scotts Bluff County,Nebraska,248,36600,0.951612903,0.048387097,1,85.2,0,0.899117407
Screven County,Georgia,77,14115,0.987012987,0.012987013,0,42.9,0,0.967672415
Scurry County,Texas,139,17315,0.985611511,0.014388489,0,38.3,0,0.891372329
Searcy County,Arkansas,65,7940,0.969230769,0.030769231,0,,,0.796760502
Sebastian County,Arkansas,328,127350,0.945121951,0.054878049,1,36.6,0,0.796760502
Sedgwick County,Colorado,65,2365,0.969230769,0.030769231,0,31.2,0,0.78095535
Sedgwick County,Kansas,1310,508220,0.954961832,0.045038168,1,140.2,0,0.883778315
Seminole County,Oklahoma,336,25405,0.723214286,0.276785714,0,28.9,0,0.629165553
Seminole County,Florida,145,442905,1,0,1,26.8,16.1,0.882151679
Seminole County,Georgia,35,8695,1,0,0,13.2,0,0.967672415
Seneca County,Ohio,276,55710,0.967391304,0.032608696,0,105.4,0,0.834323878
Seneca County,New York,59,35035,0.762711864,0.237288136,0,41.7,0,0.746636286
Sequatchie County,Tennessee,66,14710,1,0,0,,,0.945988112
Sequoyah County,Oklahoma,263,41345,0.927756654,0.072243346,0,75.8,0,0.629165553
Sevier County,Utah,160,20915,0.99375,0.00625,0,,,0.783681005
Sevier County,Tennessee,271,94535,0.970479705,0.029520295,0,,,0.945988112
Sevier County,Arkansas,164,17195,0.914634146,0.085365854,0,56.1,0,0.796760502
Seward County,Kansas,13,23185,1,0,1,26.2,0,0.883778315
Seward County,Nebraska,244,17115,0.905737705,0.094262295,0,43.4,0,0.899117407
Shackelford County,Texas,79,3325,0.974683544,0.025316456,0,,,0.891372329
Shannon County,Missouri,61,8255,0.983606557,0.016393443,0,,,0.753229107
Sharkey County,Mississippi,65,4660,0.846153846,0.153846154,0,,,0.731516457
Sharp County,Arkansas,109,17025,0.963302752,0.036697248,0,16.8,0,0.796760502
Shasta County,California,500,179230,0.922,0.078,1,73.2,73.2,0.58749769
Shawano County,Wisconsin,158,41385,0.943037975,0.056962025,0,21,0,0.833592818
Shawnee County,Kansas,556,178565,0.96942446,0.03057554,0,80.4,27.9,0.883778315
Sheboygan County,Wisconsin,237,115270,0.94092827,0.05907173,0,53.5,0,0.833592818
Shelby County,Ohio,281,48950,0.996441281,0.003558719,0,55.4,0,0.834323878
Shelby County,Alabama,343,205950,0.982507289,0.017492711,0,160.9,5,0.880672042
Shelby County,Indiana,248,44405,0.923387097,0.076612903,0,31.6,8.8,0.92512153
Shelby County,Illinois,341,22010,0.882697947,0.117302053,0,49.7,4.8,0.807663106
Shelby County,Iowa,219,11945,0.863013699,0.136986301,0,24.2,0,0.906330826
Shelby County,Tennessee,1076,936990,0.961895911,0.038104089,1,171.2,32.1,0.945988112
Shelby County,Texas,181,25705,0.961325967,0.038674033,0,59.5,0,0.891372329
Shelby County,Missouri,109,6150,0.798165138,0.201834862,0,24.5,0,0.753229107
Shelby County,Kentucky,136,44965,0.911764706,0.088235294,0,56.1,0,0.920222177
Shenandoah County,Virginia,214,42855,0.976635514,0.023364486,0,33.4,0,0.884284057
Sherburne County,Minnesota,45,91190,0.933333333,0.066666667,1,42.9,38.9,0.850650597
Sheridan County,Wyoming,175,29925,0.914285714,0.085714286,1,108.6,0,0.803817764
Sheridan County,Montana,67,3645,0.940298507,0.059701493,0,105.7,0,0.880305656
Sheridan County,Kansas,120,2520,0.858333333,0.141666667,0,12.5,0,0.883778315
Sheridan County,Nebraska,64,5260,1,0,0,43.8,0,0.899117407
Sheridan County,North Dakota,8,1395,1,0,0,8,0,0.933551831
Sherman County,Oregon,46,1705,0.97826087,0.02173913,0,15.1,0,0.897757095
Sherman County,Kansas,106,6040,0.952830189,0.047169811,0,35.1,0,0.883778315
Sherman County,Nebraska,122,3090,0.926229508,0.073770492,0,14.1,0,0.899117407
Sherman County,Texas,30,3070,1,0,0,53.8,0,0.891372329
Shiawassee County,Michigan,162,68800,0.938271605,0.061728395,0,79,23.1,0.771767308
Shoshone County,Idaho,254,12550,0.877952756,0.122047244,0,,,0.968883613
Sibley County,Minnesota,101,14955,0.96039604,0.03960396,0,37.2,0,0.850650597
Sierra County,New Mexico,109,11440,0.908256881,0.091743119,0,49.9,0,0.698534578
Sierra County,California,55,2930,0.781818182,0.218181818,0,5.6,1.6,0.58749769
Silver Bow County,Montana,68,34560,0.941176471,0.058823529,1,72,0,0.880305656
Simpson County,Mississippi,208,27280,0.918269231,0.081730769,0,32,0,0.731516457
Simpson County,Kentucky,48,17855,0.916666667,0.083333333,0,13.3,0,0.920222177
Sioux County,Nebraska,36,1275,0.972222222,0.027777778,0,23.3,0,0.899117407
Sioux County,Iowa,448,34620,0.966517857,0.033482143,0,66.9,0,0.906330826
Sioux County,North Dakota,21,4430,1,0,0,0.4,0,0.933551831
Siskiyou County,California,430,43670,0.939534884,0.060465116,0,163.8,90.7,0.58749769
Sitka City and Borough,Alaska,35,8920,0.857142857,0.142857143,1,,,0.769478458
Skagit County,Washington,245,120475,0.959183673,0.040816327,0,56.3,26.8,0.710608062
Skagway Municipality,Alaska,,1015,,,1,18.4,18.4,0.769478458
Skamania County,Washington,123,11315,0.918699187,0.081300813,0,40.6,40.6,0.710608062
Slope County,North Dakota,42,665,0.952380952,0.047619048,0,9.1,0,0.933551831
Smith County,Mississippi,181,16135,0.889502762,0.110497238,0,12.9,0,0.731516457
Smith County,Kansas,290,3700,0.868965517,0.131034483,0,30.9,0,0.883778315
Smith County,Tennessee,202,19175,0.95049505,0.04950495,,23,0,0.945988112
Smith County,Texas,398,219745,0.984924623,0.015075377,1,72.3,1.6,0.891372329
Smyth County,Virginia,190,31515,0.952631579,0.047368421,0,23.8,0,0.884284057
Snohomish County,Washington,487,758650,0.973305955,0.026694045,0,113.6,89.4,0.710608062
Snyder County,Pennsylvania,158,40245,0.943037975,0.056962025,0,10.8,0,0.714875343
Socorro County,New Mexico,187,17325,0.903743316,0.096256684,0,91,0,0.698534578
Solano County,California,374,429595,0.938502674,0.061497326,0,84.1,66.3,0.58749769
Somerset County,Maryland,47,25900,0.85106383,0.14893617,0,19.4,0,0.880315818
Somerset County,Maine,169,51365,0.822485207,0.177514793,0,70,0,0.776837947
Somerset County,Pennsylvania,430,76200,0.830232558,0.169767442,0,125.2,59.2,0.714875343
Somerset County,New Jersey,394,331685,0.88071066,0.11928934,0,57.1,23.2,0.529653452
Somervell County,Texas,28,8675,1,0,0,2,0,0.891372329
Sonoma County,California,615,497775,0.892682927,0.107317073,1,43.3,0,0.58749769
Southampton County,Virginia,135,18290,0.933333333,0.066666667,0,32.3,8.3,0.884284057
Southeast Fairbanks Census Area,Alaska,71,6970,0.901408451,0.098591549,0,,,0.769478458
Spalding County,Georgia,86,64005,0.906976744,0.093023256,0,18.9,0,0.967672415
Spartanburg County,South Carolina,640,294230,0.9046875,0.0953125,1,138.5,28.1,0.812866638
Spencer County,Indiana,247,20775,0.975708502,0.024291498,0,40,0,0.92512153
Spencer County,Kentucky,57,17800,0.877192982,0.122807018,0,,,0.920222177
Spink County,South Dakota,177,6540,0.807909605,0.192090395,0,69.7,0,0.857210259
Spokane County,Washington,306,485860,0.918300654,0.081699346,1,254.3,85.3,0.710608062
Spotsylvania County,Virginia,99,129180,0.95959596,0.04040404,0,8.6,8.6,0.884284057
St. Bernard Parish,Louisiana,29,44090,0.862068966,0.137931034,0,16.2,0,0.743835895
St. Charles County,Missouri,394,379855,0.969543147,0.030456853,0,61.2,0,0.753229107
St. Charles Parish,Louisiana,83,52710,0.987951807,0.012048193,0,71.8,25.3,0.743835895
St. Clair County,Alabama,182,86575,0.983516484,0.016483516,0,86.5,21,0.880672042
St. Clair County,Illinois,486,265570,0.930041152,0.069958848,0,203.8,16.3,0.807663106
St. Clair County,Michigan,327,160070,0.877675841,0.122324159,0,66.2,28.8,0.771767308
St. Clair County,Missouri,139,9445,0.892086331,0.107913669,0,6.1,0,0.753229107
St. Croix County,Wisconsin,293,86725,0.962457338,0.037542662,0,65.3,0,0.833592818
St. Francis County,Arkansas,205,27025,0.970731707,0.029268293,0,60.9,0,0.796760502
St. Francois County,Missouri,163,66230,0.901840491,0.098159509,0,40.1,15,0.753229107
St. Helena Parish,Louisiana,140,10715,0.907142857,0.092857143,0,,,0.743835895
St. James Parish,Louisiana,26,21580,0.961538462,0.038461538,0,50.1,0,0.743835895
St. John the Baptist Parish,Louisiana,45,43890,1,0,0,53.2,14.9,0.743835895
St. Johns County,Florida,119,218360,0.983193277,0.016806723,0,35.1,0,0.882151679
St. Joseph County,Indiana,228,267695,0.925438596,0.074561404,1,80.4,38.7,0.92512153
